Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Undergrad University Ranking,Entrepreneurial Interest,Networking Importance,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Location Preference (Post-MBA),Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?
6969,28,Male,Business,2.3,5,Entrepreneur,95044,No,747,214,6.3,5.0,Scholarship,Consultant,70121,International,Skill Enhancement,Online,Yes
6970,27,Male,Arts,3.77,0,Engineer,32719,No,684,423,5.9,6.5,Self-funded,Consultant,155305,Domestic,Networking,Online,Yes
6971,27,Male,Arts,2.38,5,Entrepreneur,118579,No,615,360,5.8,1.9,Scholarship,Finance Manager,141893,International,Entrepreneurship,Online,Yes
6972,34,Male,Arts,3.04,4,Consultant,111678,Yes,777,380,7.5,6.2,Self-funded,Finance Manager,111265,Domestic,Career Growth,On-Campus,Yes
6973,28,Female,Economics,3.02,6,Engineer,86315,Yes,473,312,8.9,8.0,Loan,Consultant,61414,International,Networking,Online,Yes
6974,32,Male,Business,3.21,7,Consultant,63468,No,311,335,4.7,9.3,Self-funded,Marketing Director,164535,International,Skill Enhancement,On-Campus,Yes
6975,32,Male,Arts,2.65,0,Analyst,89533,Yes,682,381,9.8,2.9,Scholarship,Executive,165420,Domestic,Skill Enhancement,On-Campus,Yes
6976,33,Female,Business,3.75,9,Analyst,36489,Yes,777,35,4.6,9.0,Employer,Startup Founder,124428,Domestic,Career Growth,Online,No
6977,34,Male,Economics,2.89,3,Analyst,71262,Yes,458,475,7.1,8.8,Employer,Marketing Director,125866,Domestic,Networking,On-Campus,No
6978,31,Female,Economics,3.4,3,Analyst,100785,Yes,276,17,3.4,3.5,Scholarship,Executive,196708,Domestic,Career Growth,Online,No
6979,21,Female,Arts,3.27,0,Consultant,118531,No,403,147,7.7,7.2,Scholarship,Consultant,191504,International,Entrepreneurship,On-Campus,No
6980,33,Male,Economics,2.23,3,Consultant,69745,No,705,274,4.5,7.2,Loan,Marketing Director,114707,International,Entrepreneurship,On-Campus,Yes
6981,21,Female,Economics,3.25,6,Manager,87519,No,674,330,4.4,9.5,Loan,Marketing Director,91082,Domestic,Entrepreneurship,On-Campus,No
6982,28,Female,Business,3.1,5,Manager,52721,Yes,610,386,2.8,3.1,Scholarship,Marketing Director,127150,Domestic,Career Growth,On-Campus,Yes
6983,24,Male,Engineering,3.8,3,Consultant,98527,No,340,66,1.6,1.8,Employer,Finance Manager,176333,Domestic,Career Growth,On-Campus,No
6984,25,Male,Science,3.76,1,Analyst,50241,No,770,177,4.1,6.0,Scholarship,Finance Manager,126986,International,Networking,On-Campus,No
6985,28,Female,Arts,2.3,6,Manager,104930,No,431,495,6.4,3.3,Self-funded,Marketing Director,169461,Domestic,Skill Enhancement,On-Campus,Yes
6986,25,Female,Engineering,2.16,7,Engineer,35871,No,772,219,1.4,3.1,Loan,Finance Manager,178152,International,Entrepreneurship,Online,No
6987,30,Female,Arts,2.59,8,Consultant,32691,Yes,768,80,2.7,9.3,Loan,Startup Founder,185589,Domestic,Networking,Online,No
6988,24,Male,Engineering,3.97,8,Engineer,83328,Yes,789,288,3.2,7.5,Employer,Finance Manager,94700,International,Networking,On-Campus,No
6989,32,Female,Economics,2.04,3,Analyst,44496,Yes,311,422,2.7,7.0,Scholarship,Finance Manager,157297,Domestic,Skill Enhancement,On-Campus,No
6990,26,Male,Arts,3.35,2,Consultant,34502,No,322,282,1.9,9.6,Self-funded,Consultant,143312,International,Career Growth,On-Campus,No
6991,33,Female,Engineering,3.22,4,Manager,96740,No,348,96,2.6,1.6,Employer,Startup Founder,131416,Domestic,Skill Enhancement,On-Campus,No
6992,32,Female,Science,3.29,5,Manager,47676,No,556,354,9.4,6.3,Employer,Consultant,160807,Domestic,Entrepreneurship,On-Campus,Yes
6993,25,Female,Economics,2.44,7,Engineer,107288,No,454,239,8.0,5.4,Scholarship,Finance Manager,71916,International,Entrepreneurship,On-Campus,No
6994,34,Female,Arts,2.45,2,Consultant,75549,No,515,53,9.3,3.7,Employer,Executive,114833,Domestic,Entrepreneurship,On-Campus,Yes
6995,27,Female,Arts,2.86,5,Analyst,114158,Yes,627,434,9.0,6.3,Loan,Marketing Director,83319,International,Networking,Online,No
6996,34,Female,Engineering,2.19,4,Entrepreneur,92784,No,787,200,4.6,8.2,Scholarship,Consultant,73581,Domestic,Skill Enhancement,On-Campus,Yes
6997,30,Male,Arts,2.15,6,Entrepreneur,60055,No,700,484,4.3,6.1,Employer,Marketing Director,154801,Domestic,Career Growth,On-Campus,Yes
6998,27,Female,Economics,2.18,8,Analyst,63321,Yes,527,222,8.0,2.6,Employer,Startup Founder,105801,International,Entrepreneurship,Online,Yes
6999,33,Female,Business,3.15,6,Manager,59790,No,797,383,9.1,6.1,Loan,Finance Manager,145425,International,Career Growth,Online,Yes
7000,24,Male,Engineering,2.8,5,Entrepreneur,85651,No,705,69,7.8,2.8,Employer,Finance Manager,76067,Domestic,Entrepreneurship,On-Campus,Yes
7001,32,Male,Science,2.59,8,Analyst,76680,Yes,723,160,6.2,2.4,Employer,Finance Manager,70858,International,Networking,Online,Yes
7002,33,Male,Arts,2.63,9,Engineer,45980,Yes,430,72,6.0,5.9,Employer,Startup Founder,65281,International,Networking,Online,No
7003,25,Female,Economics,2.41,3,Manager,106520,No,504,150,5.2,2.0,Loan,Consultant,71896,International,Entrepreneurship,Online,No
7004,33,Female,Arts,2.82,0,Analyst,82325,Yes,598,369,5.1,4.4,Self-funded,Marketing Director,155101,International,Networking,On-Campus,Yes
7005,23,Male,Science,2.41,7,Engineer,44356,Yes,606,358,1.5,6.8,Self-funded,Consultant,175352,Domestic,Career Growth,On-Campus,Yes
7006,24,Female,Economics,3.4,5,Consultant,110581,No,372,47,2.9,6.2,Self-funded,Marketing Director,116536,International,Networking,On-Campus,No
7007,34,Male,Science,2.25,5,Entrepreneur,106329,No,563,257,2.3,5.4,Employer,Marketing Director,171791,International,Skill Enhancement,Online,Yes
7008,24,Female,Economics,3.9,4,Entrepreneur,91988,Yes,520,75,5.2,3.2,Scholarship,Finance Manager,175162,Domestic,Entrepreneurship,Online,Yes
7009,23,Male,Business,2.18,9,Entrepreneur,68599,No,431,294,3.6,3.7,Self-funded,Executive,130373,International,Skill Enhancement,Online,No
7010,33,Male,Economics,3.89,2,Analyst,101040,No,306,183,4.4,3.0,Scholarship,Finance Manager,198913,Domestic,Skill Enhancement,On-Campus,Yes
7011,30,Male,Science,3.67,5,Consultant,97225,Yes,328,134,9.7,5.7,Employer,Marketing Director,114601,Domestic,Entrepreneurship,On-Campus,Yes
7012,25,Male,Engineering,3.36,0,Analyst,54527,Yes,307,84,7.9,9.0,Loan,Startup Founder,80502,Domestic,Entrepreneurship,On-Campus,Yes
7013,25,Female,Business,3.82,6,Analyst,99488,No,682,256,2.3,8.6,Scholarship,Startup Founder,182315,Domestic,Networking,On-Campus,No
7014,31,Female,Arts,2.28,5,Consultant,68950,Yes,755,404,8.3,8.2,Employer,Finance Manager,162226,International,Networking,Online,Yes
7015,27,Male,Business,2.35,4,Engineer,77150,No,666,318,5.0,3.6,Self-funded,Consultant,165130,International,Skill Enhancement,On-Campus,Yes
7016,24,Male,Business,2.5,2,Manager,105063,No,334,274,8.7,5.2,Self-funded,Marketing Director,145279,Domestic,Skill Enhancement,On-Campus,Yes
7017,33,Male,Arts,2.49,7,Entrepreneur,92363,No,768,338,7.8,4.5,Employer,Startup Founder,190782,Domestic,Skill Enhancement,Online,Yes
7018,24,Female,Economics,2.62,3,Consultant,107808,No,741,71,5.7,5.7,Employer,Marketing Director,119449,Domestic,Networking,Online,Yes
7019,29,Female,Business,3.15,8,Engineer,94696,No,534,416,7.5,5.0,Scholarship,Executive,126012,Domestic,Skill Enhancement,Online,No
7020,26,Male,Business,2.06,8,Consultant,52486,No,298,218,9.4,5.1,Self-funded,Finance Manager,149789,International,Career Growth,Online,Yes
7021,24,Female,Engineering,2.76,4,Manager,40349,Yes,599,24,5.8,1.6,Employer,Finance Manager,79924,International,Entrepreneurship,On-Campus,No
7022,22,Male,Engineering,2.49,6,Consultant,90615,Yes,684,496,2.3,2.8,Employer,Startup Founder,140400,Domestic,Networking,Online,No
7023,26,Female,Science,3.21,5,Consultant,44508,No,731,374,6.1,4.4,Self-funded,Marketing Director,118786,International,Career Growth,On-Campus,No
7024,22,Female,Arts,3.97,5,Engineer,47728,No,560,182,1.4,3.1,Loan,Finance Manager,115800,Domestic,Entrepreneurship,Online,Yes
7025,25,Female,Economics,3.04,3,Entrepreneur,106291,No,629,247,5.1,8.9,Self-funded,Consultant,78577,International,Career Growth,On-Campus,No
7026,26,Female,Economics,2.85,9,Entrepreneur,97516,No,731,435,3.0,9.1,Employer,Executive,127654,Domestic,Networking,Online,Yes
7027,24,Female,Science,2.74,7,Engineer,92634,Yes,344,396,6.8,7.2,Self-funded,Startup Founder,161531,Domestic,Networking,On-Campus,No
7028,34,Female,Economics,3.57,9,Engineer,119960,Yes,776,346,4.6,9.6,Self-funded,Startup Founder,76004,International,Entrepreneurship,Online,Yes
7029,33,Female,Economics,2.14,2,Analyst,45506,Yes,283,350,5.6,2.0,Scholarship,Startup Founder,174785,Domestic,Networking,On-Campus,Yes
7030,23,Male,Engineering,3.92,4,Analyst,97427,No,463,466,9.0,4.1,Scholarship,Executive,180538,Domestic,Networking,On-Campus,Yes
7031,27,Male,Economics,2.84,0,Manager,84400,No,261,324,5.1,9.9,Employer,Executive,174706,International,Entrepreneurship,On-Campus,No
7032,22,Male,Economics,2.63,0,Analyst,37742,Yes,399,34,10.0,6.9,Self-funded,Consultant,96891,International,Skill Enhancement,On-Campus,Yes
7033,33,Female,Science,3.95,8,Analyst,49740,No,489,215,2.2,9.6,Self-funded,Finance Manager,76673,Domestic,Career Growth,On-Campus,No
7034,31,Male,Science,3.87,3,Consultant,86874,Yes,321,221,8.7,2.9,Loan,Consultant,60516,Domestic,Networking,Online,Yes
7035,34,Male,Business,3.28,8,Consultant,88949,Yes,441,445,4.3,5.1,Employer,Finance Manager,161604,International,Networking,Online,Yes
7036,26,Male,Economics,2.04,6,Engineer,60680,Yes,478,319,8.2,3.3,Employer,Marketing Director,169725,International,Career Growth,Online,Yes
7037,33,Male,Economics,3.5,9,Entrepreneur,119343,No,533,329,5.5,9.2,Employer,Executive,175666,International,Networking,On-Campus,Yes
7038,24,Female,Economics,2.67,7,Manager,113004,No,708,295,5.7,6.8,Loan,Finance Manager,160626,Domestic,Career Growth,Online,No
7039,26,Female,Engineering,2.78,8,Analyst,103934,Yes,580,460,5.8,7.1,Employer,Finance Manager,156787,Domestic,Career Growth,On-Campus,Yes
7040,24,Female,Economics,2.32,0,Consultant,86451,Yes,720,293,3.2,6.4,Self-funded,Startup Founder,124562,International,Networking,On-Campus,No
7041,24,Female,Engineering,3.05,6,Entrepreneur,116892,No,483,396,1.5,8.1,Self-funded,Finance Manager,175440,International,Networking,Online,Yes
7042,24,Female,Business,3.49,7,Analyst,111911,No,582,272,6.9,5.6,Employer,Finance Manager,100735,International,Skill Enhancement,On-Campus,Yes
7043,29,Male,Arts,2.55,1,Entrepreneur,56475,No,292,403,1.2,8.8,Self-funded,Executive,93115,International,Entrepreneurship,Online,Yes
7044,27,Male,Economics,3.88,9,Consultant,108848,No,660,332,7.5,1.4,Employer,Marketing Director,127516,Domestic,Skill Enhancement,Online,No
7045,23,Female,Science,2.39,8,Engineer,79910,No,346,129,3.9,8.2,Employer,Consultant,95583,International,Networking,Online,No
7046,23,Male,Science,2.13,0,Analyst,44250,No,622,193,4.6,1.2,Loan,Startup Founder,66359,International,Networking,Online,No
7047,26,Male,Economics,3.29,2,Analyst,69233,No,484,19,7.8,4.0,Scholarship,Marketing Director,62320,International,Career Growth,On-Campus,No
7048,26,Female,Engineering,3.7,8,Manager,74560,Yes,669,308,2.4,5.1,Employer,Executive,194274,Domestic,Career Growth,Online,Yes
7049,24,Male,Science,3.91,0,Analyst,60331,No,346,126,6.8,6.0,Employer,Finance Manager,102641,Domestic,Networking,Online,Yes
7050,29,Male,Science,3.53,3,Consultant,118972,Yes,543,428,6.2,9.1,Scholarship,Consultant,161757,International,Networking,Online,Yes
7051,24,Male,Business,2.4,9,Entrepreneur,64394,No,501,229,4.8,9.1,Loan,Executive,98018,International,Career Growth,On-Campus,Yes
7052,29,Male,Business,3.96,5,Entrepreneur,92959,No,617,125,6.6,8.4,Loan,Finance Manager,92280,Domestic,Career Growth,On-Campus,Yes
7053,24,Male,Business,3.84,5,Engineer,61856,No,290,233,4.2,9.9,Employer,Consultant,112075,International,Networking,On-Campus,No
7054,22,Male,Science,2.33,3,Engineer,95661,Yes,549,300,3.4,3.7,Employer,Marketing Director,187768,International,Career Growth,On-Campus,Yes
7055,22,Female,Science,3.12,9,Consultant,52665,No,557,386,1.8,7.7,Scholarship,Finance Manager,157393,International,Skill Enhancement,On-Campus,Yes
7056,25,Female,Economics,3.11,9,Entrepreneur,115237,No,548,205,6.3,1.6,Scholarship,Marketing Director,120278,International,Skill Enhancement,On-Campus,Yes
7057,24,Male,Economics,2.89,9,Engineer,35357,Yes,250,260,9.6,3.9,Loan,Finance Manager,89275,Domestic,Networking,On-Campus,Yes
7058,27,Female,Engineering,3.97,9,Engineer,117342,Yes,342,403,8.3,3.9,Self-funded,Executive,199440,International,Entrepreneurship,On-Campus,No
7059,34,Male,Science,2.12,0,Manager,91286,Yes,530,488,1.8,3.4,Loan,Marketing Director,160722,Domestic,Entrepreneurship,On-Campus,Yes
7060,31,Male,Economics,3.25,4,Manager,33195,No,767,173,3.0,9.8,Self-funded,Marketing Director,155514,Domestic,Entrepreneurship,Online,No
7061,25,Male,Economics,2.41,4,Consultant,70003,Yes,707,161,6.8,9.5,Scholarship,Marketing Director,190906,International,Skill Enhancement,On-Campus,Yes
7062,26,Female,Business,3.05,2,Consultant,90268,Yes,737,273,1.0,4.5,Employer,Finance Manager,194331,International,Networking,On-Campus,Yes
7063,30,Male,Business,3.56,2,Consultant,58085,Yes,656,185,6.1,4.3,Scholarship,Consultant,140162,Domestic,Networking,On-Campus,Yes
7064,24,Female,Business,2.49,3,Consultant,44837,No,524,401,9.8,5.4,Employer,Executive,84559,International,Career Growth,On-Campus,No
7065,33,Female,Arts,2.79,2,Entrepreneur,70296,No,736,260,4.2,4.8,Employer,Finance Manager,69660,International,Skill Enhancement,Online,Yes
7066,32,Female,Economics,3.9,2,Analyst,107770,Yes,352,264,9.0,3.7,Scholarship,Finance Manager,95396,International,Career Growth,Online,Yes
7067,22,Female,Business,3.52,2,Consultant,60080,No,652,222,2.0,3.4,Employer,Executive,81485,International,Networking,Online,No
7068,33,Female,Business,3.15,6,Manager,112668,No,356,116,1.4,9.4,Employer,Consultant,80176,International,Skill Enhancement,Online,Yes
7069,30,Male,Science,2.44,8,Analyst,45930,Yes,634,165,4.1,2.8,Employer,Consultant,169858,International,Career Growth,Online,Yes
7070,29,Male,Business,2.85,0,Analyst,67768,No,479,112,6.2,4.6,Self-funded,Executive,131790,Domestic,Networking,Online,Yes
7071,30,Female,Science,3.55,7,Entrepreneur,109441,No,454,352,8.5,7.2,Self-funded,Marketing Director,181739,International,Networking,On-Campus,No
7072,27,Female,Engineering,3.64,9,Engineer,113693,No,626,386,2.7,9.8,Loan,Consultant,190941,Domestic,Skill Enhancement,On-Campus,No
7073,24,Male,Business,2.49,0,Analyst,70345,No,427,345,3.4,7.4,Self-funded,Consultant,84732,International,Entrepreneurship,On-Campus,No
7074,23,Male,Science,3.32,8,Entrepreneur,100455,No,347,410,5.3,5.9,Scholarship,Executive,164129,Domestic,Skill Enhancement,On-Campus,Yes
7075,30,Male,Business,2.19,7,Entrepreneur,91393,No,586,297,4.1,5.2,Scholarship,Finance Manager,162938,Domestic,Networking,Online,No
7076,34,Male,Engineering,2.05,5,Entrepreneur,65516,No,426,397,1.0,6.8,Employer,Marketing Director,145900,Domestic,Skill Enhancement,On-Campus,No
7077,23,Male,Business,3.1,5,Consultant,100025,No,341,211,4.0,7.2,Employer,Finance Manager,195465,Domestic,Career Growth,On-Campus,No
7078,29,Female,Science,2.45,9,Engineer,110751,No,500,152,3.3,9.9,Self-funded,Consultant,173683,International,Skill Enhancement,On-Campus,Yes
7079,25,Female,Engineering,2.16,6,Consultant,61114,Yes,751,201,5.5,4.1,Scholarship,Consultant,147147,International,Entrepreneurship,Online,Yes
7080,33,Male,Engineering,3.46,7,Manager,50575,No,606,99,2.0,2.9,Loan,Startup Founder,91234,Domestic,Entrepreneurship,On-Campus,No
7081,23,Female,Engineering,3.0,6,Engineer,57575,No,465,446,7.2,4.8,Loan,Finance Manager,183255,Domestic,Entrepreneurship,Online,Yes
7082,25,Female,Arts,3.59,0,Consultant,112335,No,681,96,3.6,3.2,Employer,Executive,86037,International,Entrepreneurship,On-Campus,Yes
7083,22,Male,Science,3.33,9,Engineer,59266,Yes,787,65,3.1,1.4,Loan,Finance Manager,70815,Domestic,Skill Enhancement,Online,No
7084,31,Male,Arts,3.46,3,Manager,101623,Yes,384,415,3.7,9.7,Self-funded,Executive,193186,Domestic,Networking,On-Campus,No
7085,24,Female,Engineering,2.61,3,Consultant,61394,No,293,146,5.1,1.5,Self-funded,Consultant,125543,Domestic,Skill Enhancement,On-Campus,No
7086,30,Female,Arts,2.53,8,Engineer,66669,No,301,399,9.0,5.3,Scholarship,Consultant,124806,Domestic,Skill Enhancement,Online,No
7087,22,Male,Business,3.2,8,Manager,106167,Yes,324,24,7.2,5.3,Scholarship,Marketing Director,180028,International,Networking,On-Campus,No
7088,22,Other,Arts,2.4,2,Entrepreneur,90534,No,434,65,2.6,2.7,Employer,Finance Manager,190477,International,Career Growth,On-Campus,No
7089,32,Male,Economics,3.63,8,Engineer,90484,Yes,301,143,7.1,6.2,Loan,Consultant,154624,Domestic,Skill Enhancement,Online,Yes
7090,28,Male,Engineering,3.05,4,Manager,78221,Yes,488,215,2.4,8.4,Scholarship,Marketing Director,90991,International,Entrepreneurship,Online,Yes
7091,21,Male,Engineering,2.45,5,Entrepreneur,67182,Yes,311,370,3.9,8.9,Scholarship,Consultant,63173,Domestic,Skill Enhancement,On-Campus,Yes
7092,34,Male,Science,3.25,6,Manager,43628,Yes,581,307,5.2,4.3,Loan,Marketing Director,112989,Domestic,Skill Enhancement,Online,Yes
7093,27,Female,Business,3.89,2,Analyst,46226,No,408,20,6.7,2.7,Employer,Finance Manager,118481,Domestic,Career Growth,Online,Yes
7094,25,Other,Science,2.16,3,Manager,41005,Yes,662,350,5.2,5.6,Loan,Executive,82449,International,Entrepreneurship,Online,Yes
7095,31,Male,Arts,2.22,4,Consultant,34611,No,536,499,6.3,2.1,Loan,Marketing Director,93088,International,Skill Enhancement,Online,Yes
7096,28,Other,Economics,3.69,0,Consultant,47463,No,773,52,7.1,8.7,Scholarship,Consultant,114546,Domestic,Networking,Online,Yes
7097,21,Female,Economics,2.22,7,Consultant,41818,Yes,562,205,9.7,5.1,Self-funded,Startup Founder,197820,International,Entrepreneurship,On-Campus,Yes
7098,31,Male,Economics,2.08,6,Consultant,84009,No,276,389,9.2,9.0,Scholarship,Startup Founder,79375,Domestic,Career Growth,On-Campus,No
7099,27,Female,Economics,2.7,1,Analyst,91583,No,727,253,5.6,1.3,Employer,Finance Manager,174618,Domestic,Networking,On-Campus,Yes
7100,25,Male,Business,2.93,6,Analyst,98408,Yes,615,310,7.7,8.6,Employer,Executive,93055,Domestic,Entrepreneurship,On-Campus,Yes
7101,24,Female,Arts,3.14,8,Analyst,76430,No,657,421,4.9,3.3,Loan,Startup Founder,194538,Domestic,Skill Enhancement,Online,Yes
7102,27,Male,Economics,3.01,4,Entrepreneur,88533,No,587,121,9.7,9.6,Self-funded,Startup Founder,67821,International,Career Growth,On-Campus,Yes
7103,30,Female,Engineering,3.83,5,Engineer,106666,No,657,62,1.7,1.7,Loan,Marketing Director,72121,Domestic,Networking,On-Campus,No
7104,22,Male,Arts,3.54,4,Consultant,43855,No,325,11,2.8,8.5,Self-funded,Executive,156392,Domestic,Skill Enhancement,Online,No
7105,32,Female,Business,3.97,0,Engineer,76191,Yes,324,42,3.3,5.8,Loan,Startup Founder,60444,International,Entrepreneurship,Online,No
7106,21,Female,Economics,2.95,5,Consultant,77328,No,508,249,3.5,2.7,Loan,Executive,184662,Domestic,Entrepreneurship,Online,Yes
7107,21,Male,Business,2.17,6,Consultant,42050,No,606,134,3.5,4.9,Loan,Marketing Director,162940,Domestic,Career Growth,On-Campus,Yes
7108,31,Male,Economics,3.91,4,Consultant,51331,No,764,230,6.4,3.7,Self-funded,Executive,95295,International,Career Growth,Online,No
7109,32,Male,Engineering,2.01,2,Analyst,105567,Yes,534,89,9.0,3.1,Self-funded,Marketing Director,106944,Domestic,Entrepreneurship,On-Campus,Yes
7110,21,Female,Arts,3.55,5,Entrepreneur,71113,No,665,173,1.6,6.6,Self-funded,Finance Manager,63483,Domestic,Networking,Online,No
7111,32,Male,Engineering,2.06,6,Consultant,103837,No,303,486,8.5,7.1,Scholarship,Executive,197270,Domestic,Networking,On-Campus,No
7112,25,Female,Economics,3.52,9,Consultant,30506,No,671,441,3.7,2.0,Scholarship,Executive,149638,International,Networking,Online,Yes
7113,30,Male,Science,3.88,9,Consultant,82217,No,472,167,6.3,7.5,Loan,Startup Founder,116893,International,Career Growth,Online,No
7114,27,Male,Arts,2.78,8,Manager,38163,Yes,689,360,6.9,5.3,Loan,Finance Manager,112277,Domestic,Networking,Online,No
7115,22,Male,Business,2.48,6,Consultant,34894,No,781,106,6.1,5.8,Employer,Executive,101237,Domestic,Skill Enhancement,On-Campus,Yes
7116,30,Male,Economics,2.45,2,Analyst,73406,No,495,363,1.8,7.7,Loan,Startup Founder,77226,Domestic,Networking,Online,Yes
7117,28,Female,Engineering,2.98,0,Analyst,93465,No,707,477,5.4,4.9,Scholarship,Startup Founder,128299,International,Career Growth,On-Campus,Yes
7118,24,Other,Science,2.34,6,Engineer,84520,No,432,37,1.6,6.3,Scholarship,Marketing Director,67883,International,Networking,On-Campus,Yes
7119,32,Male,Economics,3.35,7,Analyst,86896,No,508,40,1.0,5.6,Employer,Startup Founder,96848,Domestic,Networking,Online,Yes
7120,23,Female,Business,2.74,0,Engineer,87828,No,519,314,2.8,2.1,Scholarship,Consultant,128521,Domestic,Skill Enhancement,Online,No
7121,30,Male,Engineering,2.65,4,Entrepreneur,74392,No,600,225,3.7,4.8,Scholarship,Marketing Director,106404,International,Networking,Online,No
7122,31,Female,Arts,2.92,7,Manager,72966,No,437,391,7.2,8.5,Self-funded,Marketing Director,75468,Domestic,Skill Enhancement,Online,Yes
7123,28,Male,Science,3.09,9,Analyst,79325,Yes,751,466,4.5,1.3,Self-funded,Marketing Director,135047,Domestic,Entrepreneurship,Online,Yes
7124,22,Female,Economics,2.28,6,Consultant,64230,No,426,364,5.4,1.3,Employer,Finance Manager,101991,International,Entrepreneurship,Online,Yes
7125,31,Female,Economics,3.42,1,Entrepreneur,55629,No,642,499,6.4,9.4,Loan,Executive,81016,International,Entrepreneurship,On-Campus,Yes
7126,31,Male,Economics,3.77,3,Consultant,86796,No,687,168,1.3,8.4,Scholarship,Startup Founder,96453,International,Networking,Online,No
7127,33,Female,Economics,2.56,5,Engineer,75543,No,598,419,4.1,1.0,Scholarship,Startup Founder,177022,Domestic,Skill Enhancement,Online,Yes
7128,23,Male,Engineering,2.36,6,Engineer,79936,No,743,202,4.8,9.4,Loan,Executive,172738,International,Entrepreneurship,On-Campus,No
7129,32,Male,Arts,3.52,6,Manager,117396,Yes,312,215,3.4,3.7,Loan,Marketing Director,82963,International,Entrepreneurship,On-Campus,No
7130,23,Male,Business,2.37,2,Entrepreneur,93423,Yes,429,374,4.4,5.1,Self-funded,Marketing Director,94169,International,Career Growth,On-Campus,No
7131,30,Male,Science,2.08,7,Engineer,94606,No,783,14,5.4,3.1,Self-funded,Consultant,126514,Domestic,Skill Enhancement,Online,Yes
7132,31,Male,Economics,3.24,6,Consultant,111209,Yes,560,211,6.3,2.6,Employer,Consultant,190663,Domestic,Skill Enhancement,Online,No
7133,21,Male,Economics,2.48,3,Analyst,64398,No,359,499,3.6,2.1,Loan,Startup Founder,134086,Domestic,Skill Enhancement,On-Campus,No
7134,26,Male,Arts,2.34,9,Analyst,40698,Yes,764,222,7.3,7.3,Employer,Marketing Director,77740,Domestic,Skill Enhancement,Online,No
7135,22,Male,Arts,3.96,3,Entrepreneur,110997,Yes,507,137,8.7,1.1,Loan,Finance Manager,110999,Domestic,Networking,On-Campus,Yes
7136,21,Female,Engineering,2.58,3,Entrepreneur,30725,No,789,69,2.2,4.5,Self-funded,Executive,95950,Domestic,Entrepreneurship,On-Campus,Yes
7137,22,Female,Engineering,3.81,4,Engineer,69917,Yes,670,295,3.6,5.1,Employer,Marketing Director,113652,International,Career Growth,Online,Yes
7138,32,Male,Engineering,2.36,1,Analyst,119218,No,497,45,4.1,3.6,Loan,Startup Founder,85602,International,Skill Enhancement,On-Campus,Yes
7139,26,Male,Science,3.64,8,Manager,73383,Yes,702,189,1.9,3.3,Loan,Executive,128041,International,Networking,Online,Yes
7140,34,Male,Engineering,3.0,5,Manager,59565,No,258,50,6.5,6.5,Employer,Startup Founder,127948,Domestic,Entrepreneurship,Online,No
7141,24,Female,Economics,2.16,7,Manager,90272,Yes,537,109,2.9,8.5,Employer,Startup Founder,162893,International,Networking,Online,Yes
7142,26,Female,Engineering,3.47,0,Manager,49867,Yes,714,224,9.2,5.6,Self-funded,Executive,106692,International,Skill Enhancement,On-Campus,No
7143,32,Male,Science,3.78,5,Engineer,61199,No,324,359,2.2,7.4,Self-funded,Consultant,95333,Domestic,Skill Enhancement,On-Campus,Yes
7144,29,Male,Engineering,2.33,5,Consultant,32691,Yes,351,168,7.5,7.6,Employer,Finance Manager,67478,International,Skill Enhancement,Online,Yes
7145,33,Male,Engineering,3.45,7,Manager,86231,No,760,156,6.9,9.2,Self-funded,Startup Founder,149163,International,Skill Enhancement,Online,Yes
7146,30,Male,Economics,2.89,0,Engineer,34152,Yes,540,292,5.2,7.6,Loan,Marketing Director,131168,Domestic,Networking,Online,Yes
7147,32,Female,Economics,3.51,4,Manager,100062,Yes,797,497,5.6,3.4,Self-funded,Finance Manager,163489,Domestic,Career Growth,Online,No
7148,30,Female,Economics,3.43,2,Manager,110638,No,372,266,2.4,2.7,Self-funded,Marketing Director,78951,International,Networking,On-Campus,No
7149,28,Male,Engineering,2.05,5,Consultant,114431,Yes,679,317,1.3,9.2,Self-funded,Startup Founder,88611,International,Skill Enhancement,On-Campus,Yes
7150,21,Female,Economics,2.36,8,Manager,116177,Yes,565,196,9.5,7.9,Loan,Consultant,153373,Domestic,Career Growth,Online,Yes
7151,33,Male,Arts,2.94,9,Engineer,81231,No,370,165,1.3,6.6,Self-funded,Startup Founder,157776,Domestic,Skill Enhancement,On-Campus,No
7152,28,Male,Business,3.87,2,Engineer,72155,No,481,251,6.2,9.5,Employer,Startup Founder,117420,Domestic,Career Growth,Online,No
7153,29,Female,Business,2.68,8,Analyst,117021,No,272,476,8.3,7.1,Loan,Marketing Director,127702,International,Networking,On-Campus,Yes
7154,26,Female,Economics,3.26,8,Entrepreneur,40336,Yes,711,229,1.0,6.7,Self-funded,Consultant,198659,International,Skill Enhancement,Online,Yes
7155,30,Male,Science,2.02,0,Manager,103866,No,541,498,4.4,8.8,Loan,Executive,159470,Domestic,Entrepreneurship,Online,Yes
7156,25,Male,Economics,3.42,1,Manager,49411,Yes,448,408,3.7,8.1,Employer,Consultant,148251,International,Networking,On-Campus,Yes
